2019-01-20 11:21:55,201 charges_calc.py:104 DEBUG Program arguments: input file = source.json, output file = output.json, debug level = 3
2019-01-20 11:21:55,201 charges_calc.py:56  DEBUG Reading data from file: source.json
2019-01-20 11:21:55,264 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,264 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD16', 'units_rented': 8, 'price_per_day': 6, 'rental_start': '8/24/18', 'rental_end': '8/14/18'}
2019-01-20 11:21:55,264 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,264 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 3, 'price_per_day': 27, 'rental_start': '12/29/18', 'rental_end': '9/8/16'}
2019-01-20 11:21:55,265 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,265 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD10', 'units_rented': 5, 'price_per_day': 24, 'rental_start': '5/31/18', 'rental_end': '4/8/18'}
2019-01-20 11:21:55,265 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,265 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD66', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '3/12/18', 'rental_end': '9/28/16'}
2019-01-20 11:21:55,265 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,265 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 10, 'price_per_day': 10, 'rental_start': '10/5/17', 'rental_end': '1/11/16'}
2019-01-20 11:21:55,266 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,266 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD54', 'units_rented': 8, 'price_per_day': 18, 'rental_start': '11/20/16', 'rental_end': '8/17/16'}
2019-01-20 11:21:55,266 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,266 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 10, 'price_per_day': 31, 'rental_start': '5/10/17', 'rental_end': '4/30/17'}
2019-01-20 11:21:55,267 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,267 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD93', 'units_rented': 2, 'price_per_day': 17, 'rental_start': '5/4/18', 'rental_end': '1/6/16'}
2019-01-20 11:21:55,267 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,267 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD92', 'units_rented': 8, 'price_per_day': 19, 'rental_start': '10/28/18', 'rental_end': '5/4/16'}
2019-01-20 11:21:55,268 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,268 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD69', 'units_rented': 4, 'price_per_day': 33, 'rental_start': '3/2/18', 'rental_end': '11/14/17'}
2019-01-20 11:21:55,268 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,268 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD14', 'units_rented': 1, 'price_per_day': 17, 'rental_start': '10/12/17', 'rental_end': '9/17/16'}
2019-01-20 11:21:55,269 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,269 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD93', 'units_rented': 2, 'price_per_day': 34, 'rental_start': '11/4/18', 'rental_end': '2/7/16'}
2019-01-20 11:21:55,269 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,270 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD21', 'units_rented': 7, 'price_per_day': 21, 'rental_start': '3/15/18', 'rental_end': '6/3/16'}
2019-01-20 11:21:55,270 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,270 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD86', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '2/24/16', 'rental_end': '2/18/16'}
2019-01-20 11:21:55,270 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,271 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD2', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '7/5/17', 'rental_end': '1/2/17'}
2019-01-20 11:21:55,271 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,271 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD6', 'units_rented': 6, 'price_per_day': 26, 'rental_start': '12/4/16', 'rental_end': '6/29/16'}
2019-01-20 11:21:55,272 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,272 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD6', 'units_rented': 2, 'price_per_day': 16, 'rental_start': '4/20/16', 'rental_end': '2/10/16'}
2019-01-20 11:21:55,272 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,272 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD11', 'units_rented': 3, 'price_per_day': 5, 'rental_start': '8/18/18', 'rental_end': '8/4/16'}
2019-01-20 11:21:55,272 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,273 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD20', 'units_rented': 8, 'price_per_day': 40, 'rental_start': '12/11/17', 'rental_end': '12/23/16'}
2019-01-20 11:21:55,273 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,273 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '10/26/18', 'rental_end': '7/28/16'}
2019-01-20 11:21:55,273 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,273 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD51', 'units_rented': 7, 'price_per_day': 27, 'rental_start': '2/3/18', 'rental_end': '4/28/16'}
2019-01-20 11:21:55,274 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,274 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD10', 'units_rented': 10, 'price_per_day': 34, 'rental_start': '11/5/17', 'rental_end': '10/7/16'}
2019-01-20 11:21:55,274 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,274 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD51', 'units_rented': 7, 'price_per_day': 25, 'rental_start': '5/15/17', 'rental_end': '12/24/16'}
2019-01-20 11:21:55,275 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,275 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD32', 'units_rented': 9, 'price_per_day': 17, 'rental_start': '5/11/18', 'rental_end': '2/4/16'}
2019-01-20 11:21:55,275 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,276 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD75', 'units_rented': 3, 'price_per_day': 10, 'rental_start': '2/23/17', 'rental_end': '11/3/16'}
2019-01-20 11:21:55,276 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,276 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD35', 'units_rented': 7, 'price_per_day': 9, 'rental_start': '4/27/18', 'rental_end': '7/25/16'}
2019-01-20 11:21:55,276 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,277 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD2', 'units_rented': 10, 'price_per_day': 13, 'rental_start': '4/25/18', 'rental_end': '1/20/18'}
2019-01-20 11:21:55,277 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,277 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD16', 'units_rented': 10, 'price_per_day': 10, 'rental_start': '12/17/18', 'rental_end': '3/25/16'}
2019-01-20 11:21:55,277 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,277 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD43', 'units_rented': 7, 'price_per_day': 5, 'rental_start': '1/1/18', 'rental_end': '8/7/17'}
2019-01-20 11:21:55,278 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,278 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD97', 'units_rented': 9, 'price_per_day': 28, 'rental_start': '7/2/18', 'rental_end': '12/7/17'}
2019-01-20 11:21:55,278 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,278 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD14', 'units_rented': 7, 'price_per_day': 9, 'rental_start': '1/31/17', 'rental_end': '2/18/16'}
2019-01-20 11:21:55,278 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,279 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD0', 'units_rented': 4, 'price_per_day': 13, 'rental_start': '12/8/17', 'rental_end': '10/13/16'}
2019-01-20 11:21:55,279 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,279 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD23', 'units_rented': 2, 'price_per_day': 12, 'rental_start': '6/25/18', 'rental_end': '9/16/16'}
2019-01-20 11:21:55,279 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,279 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD85', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '2/2/18', 'rental_end': '8/28/17'}
2019-01-20 11:21:55,279 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,280 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD33', 'units_rented': 6, 'price_per_day': 9, 'rental_start': '7/10/17', 'rental_end': '6/10/17'}
2019-01-20 11:21:55,280 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,280 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD13', 'units_rented': 7, 'price_per_day': 8, 'rental_start': '10/31/16', 'rental_end': '4/17/16'}
2019-01-20 11:21:55,281 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,281 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD70', 'units_rented': 2, 'price_per_day': 18, 'rental_start': '10/21/17', 'rental_end': '4/10/17'}
2019-01-20 11:21:55,281 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,281 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD86', 'units_rented': 4, 'price_per_day': 34, 'rental_start': '2/14/18', 'rental_end': '8/16/16'}
2019-01-20 11:21:55,281 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,282 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD17', 'units_rented': 10, 'price_per_day': 16, 'rental_start': '1/28/18', 'rental_end': '1/19/17'}
2019-01-20 11:21:55,282 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,282 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD82', 'units_rented': 4, 'price_per_day': 15, 'rental_start': '3/14/18', 'rental_end': '11/10/17'}
2019-01-20 11:21:55,282 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,283 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD50', 'units_rented': 1, 'price_per_day': 15, 'rental_start': '9/25/18', 'rental_end': '9/26/16'}
2019-01-20 11:21:55,285 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,286 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD15', 'units_rented': 5, 'price_per_day': 16, 'rental_start': '10/8/17', 'rental_end': '10/7/17'}
2019-01-20 11:21:55,286 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,287 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD19', 'units_rented': 4, 'price_per_day': 19, 'rental_start': '8/30/16', 'rental_end': '7/24/16'}
2019-01-20 11:21:55,287 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,287 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD33', 'units_rented': 1, 'price_per_day': 11, 'rental_start': '11/27/18', 'rental_end': '8/7/16'}
2019-01-20 11:21:55,288 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,288 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD57', 'units_rented': 2, 'price_per_day': 24, 'rental_start': '7/31/17', 'rental_end': '5/19/17'}
2019-01-20 11:21:55,288 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,288 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD3', 'units_rented': 2, 'price_per_day': 38, 'rental_start': '12/15/18', 'rental_end': '2/12/17'}
2019-01-20 11:21:55,289 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,289 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD28', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '8/7/18', 'rental_end': '10/21/16'}
2019-01-20 11:21:55,289 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,290 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD28', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '2/3/18', 'rental_end': '9/4/17'}
2019-01-20 11:21:55,290 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,290 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD85', 'units_rented': 7, 'price_per_day': 12, 'rental_start': '7/18/18', 'rental_end': '6/30/18'}
2019-01-20 11:21:55,290 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,291 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD74', 'units_rented': 8, 'price_per_day': 37, 'rental_start': '12/31/18', 'rental_end': '9/13/18'}
2019-01-20 11:21:55,291 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,291 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD90', 'units_rented': 2, 'price_per_day': 26, 'rental_start': '5/17/16', 'rental_end': '5/12/16'}
2019-01-20 11:21:55,291 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,292 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD71', 'units_rented': 3, 'price_per_day': 35, 'rental_start': '11/10/16', 'rental_end': '4/25/16'}
2019-01-20 11:21:55,292 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,292 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD84', 'units_rented': 5, 'price_per_day': 24, 'rental_start': '12/8/17', 'rental_end': '5/13/16'}
2019-01-20 11:21:55,292 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,292 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD29', 'units_rented': 3, 'price_per_day': 20, 'rental_start': '12/11/18', 'rental_end': '7/8/18'}
2019-01-20 11:21:55,293 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,293 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD69', 'units_rented': 6, 'price_per_day': 39, 'rental_start': '10/13/16', 'rental_end': '10/8/16'}
2019-01-20 11:21:55,293 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,293 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD18', 'units_rented': 1, 'price_per_day': 27, 'rental_start': '1/27/17', 'rental_end': '6/30/16'}
2019-01-20 11:21:55,293 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,294 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD89', 'units_rented': 8, 'price_per_day': 15, 'rental_start': '8/10/17', 'rental_end': '1/29/16'}
2019-01-20 11:21:55,294 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,294 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD37', 'units_rented': 3, 'price_per_day': 6, 'rental_start': '12/2/16', 'rental_end': '2/22/16'}
2019-01-20 11:21:55,294 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,295 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD13', 'units_rented': 8, 'price_per_day': 30, 'rental_start': '7/2/18', 'rental_end': '5/23/17'}
2019-01-20 11:21:55,295 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,295 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD11', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '6/29/18', 'rental_end': '12/31/17'}
2019-01-20 11:21:55,296 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,296 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD12', 'units_rented': 7, 'price_per_day': 19, 'rental_start': '1/10/18', 'rental_end': '4/20/16'}
2019-01-20 11:21:55,296 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,296 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD18', 'units_rented': 1, 'price_per_day': 40, 'rental_start': '8/6/18', 'rental_end': '1/21/17'}
2019-01-20 11:21:55,297 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,297 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD23', 'units_rented': 6, 'price_per_day': 5, 'rental_start': '7/25/16', 'rental_end': '4/28/16'}
2019-01-20 11:21:55,297 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,297 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD14', 'units_rented': 5, 'price_per_day': 35, 'rental_start': '12/3/17', 'rental_end': '10/26/17'}
2019-01-20 11:21:55,297 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,298 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD29', 'units_rented': 10, 'price_per_day': 13, 'rental_start': '11/28/18', 'rental_end': '7/5/16'}
2019-01-20 11:21:55,298 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,298 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD45', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '12/24/18', 'rental_end': '5/19/17'}
2019-01-20 11:21:55,298 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,298 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD98', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '6/17/17', 'rental_end': '3/26/17'}
2019-01-20 11:21:55,299 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,299 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD75', 'units_rented': 8, 'price_per_day': 13, 'rental_start': '1/23/18', 'rental_end': '2/17/17'}
2019-01-20 11:21:55,299 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,299 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD71', 'units_rented': 8, 'price_per_day': 39, 'rental_start': '7/25/18', 'rental_end': '3/6/17'}
2019-01-20 11:21:55,299 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,300 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD86', 'units_rented': 3, 'price_per_day': 35, 'rental_start': '9/19/17', 'rental_end': '12/21/16'}
2019-01-20 11:21:55,300 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,300 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD92', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '1/9/17', 'rental_end': '4/14/16'}
2019-01-20 11:21:55,300 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD90', 'units_rented': 5, 'price_per_day': 14, 'rental_start': '10/16/18', 'rental_end': '8/25/17'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD65', 'units_rented': 9, 'price_per_day': 17, 'rental_start': '4/18/18', 'rental_end': '6/9/17'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD18', 'units_rented': 5, 'price_per_day': 18, 'rental_start': '12/29/18', 'rental_end': '2/3/16'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD42', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '5/18/18', 'rental_end': '6/10/16'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD68', 'units_rented': 2, 'price_per_day': 38, 'rental_start': '7/8/17', 'rental_end': '7/6/17'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD37', 'units_rented': 3, 'price_per_day': 10, 'rental_start': '12/19/17', 'rental_end': '12/4/17'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD95', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '9/3/17', 'rental_end': '12/13/16'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD31', 'units_rented': 9, 'price_per_day': 25, 'rental_start': '12/16/17', 'rental_end': '3/25/17'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD43', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '7/12/17', 'rental_end': '3/1/16'}
2019-01-20 11:21:55,301 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,301 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD73', 'units_rented': 3, 'price_per_day': 32, 'rental_start': '2/15/17', 'rental_end': '1/17/17'}
2019-01-20 11:21:55,306 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,306 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD44', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '5/15/17', 'rental_end': '10/22/16'}
2019-01-20 11:21:55,306 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,307 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 7, 'price_per_day': 27, 'rental_start': '9/17/18', 'rental_end': '3/21/17'}
2019-01-20 11:21:55,307 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,307 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD32', 'units_rented': 6, 'price_per_day': 18, 'rental_start': '4/17/18', 'rental_end': '9/21/17'}
2019-01-20 11:21:55,308 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,308 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD92', 'units_rented': 8, 'price_per_day': 33, 'rental_start': '7/16/18', 'rental_end': '1/15/17'}
2019-01-20 11:21:55,308 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,308 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD38', 'units_rented': 4, 'price_per_day': 38, 'rental_start': '10/4/17', 'rental_end': '12/13/16'}
2019-01-20 11:21:55,309 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,309 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD29', 'units_rented': 3, 'price_per_day': 12, 'rental_start': '9/13/18', 'rental_end': '7/30/18'}
2019-01-20 11:21:55,309 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,309 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD59', 'units_rented': 9, 'price_per_day': 7, 'rental_start': '1/16/18', 'rental_end': '8/21/17'}
2019-01-20 11:21:55,309 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,310 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD31', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '1/29/18', 'rental_end': '3/5/16'}
2019-01-20 11:21:55,310 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,310 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD40', 'units_rented': 3, 'price_per_day': 19, 'rental_start': '6/12/18', 'rental_end': '5/21/18'}
2019-01-20 11:21:55,311 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,311 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD51', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '6/24/18', 'rental_end': '5/14/18'}
2019-01-20 11:21:55,314 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,314 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD73', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '7/24/18', 'rental_end': '10/8/17'}
2019-01-20 11:21:55,314 charges_calc.py:76  WARNING Rental start date is after rental end date.
2019-01-20 11:21:55,315 charges_calc.py:83  ERROR Bad data in file. Skipping data: {'product_code': 'PRD2', 'units_rented': 2, 'price_per_day': 30, 'rental_start': '11/20/18', 'rental_end': '6/10/17'}
2019-01-20 11:21:55,315 charges_calc.py:76  WARNING Rental start date is after rental end date.
