2019-01-29 16:34:28,612 charges_calc.py:61  DEBUG Logger level set to: DEBUG
'total_days': 368, 'total_price': 6992, 'sqrt_total_price': 83.6181798414675, 'unit_cost': 2330.6666666666665}
2019-01-29 16:34:28,950 charges_calc.py:86  DEBUG Load success: #433, {'product_code': 'PRD31', 'units_rented': 8, 'price_per_day': 25, 'rental_start': '1/31/16', 'rental_end': '11/6/18', 'total_days': 1010, 'total_price': 25250, 'sqrt_total_price': 158.90248582070703, 'unit_cost': 3156.25}
2019-01-29 16:34:28,950 charges_calc.py:86  DEBUG Load success: #434, {'product_code': 'PRD18', 'units_rented': 10, 'price_per_day': 29, 'rental_start': '8/18/17', 'rental_end': '11/3/18', 'total_days': 442, 'total_price': 12818, 'sqrt_total_price': 113.21660655575224, 'unit_cost': 1281.8}
2019-01-29 16:34:28,951 charges_calc.py:88  ERROR Load failed, non-conforming data: #435, {'product_code': 'PRD70', 'units_rented': 1, 'price_per_day': 32, 'rental_start': '11/22/16', 'rental_end': '1/24/16', 'total_days': -303, 'total_price': -9696}
2019-01-29 16:34:28,951 charges_calc.py:88  ERROR Load failed, non-conforming data: #436, {'product_code': 'PRD37', 'units_rented': 4, 'price_per_day': 10, 'rental_start': '4/17/18', 'rental_end': '5/7/17', 'total_days': -345, 'total_price': -3450}
2019-01-29 16:34:28,951 charges_calc.py:86  DEBUG Load success: #437, {'product_code': 'PRD39', 'units_rented': 5, 'price_per_day': 32, 'rental_start': '8/31/16', 'rental_end': '9/17/17', 'total_days': 382, 'total_price': 12224, 'sqrt_total_price': 110.56219968868203, 'unit_cost': 2444.8}
2019-01-29 16:34:28,951 charges_calc.py:86  DEBUG Load success: #438, {'product_code': 'PRD10', 'units_rented': 10, 'price_per_day': 8, 'rental_start': '4/24/16', 'rental_end': '6/29/16', 'total_days': 66, 'total_price': 528, 'sqrt_total_price': 22.978250586152114, 'unit_cost': 52.8}
2019-01-29 16:34:28,952 charges_calc.py:86  DEBUG Load success: #439, {'product_code': 'PRD76', 'units_rented': 5, 'price_per_day': 38, 'rental_start': '4/30/18', 'rental_end': '7/24/18', 'total_days': 85, 'total_price': 3230, 'sqrt_total_price': 56.83308895353129, 'unit_cost': 646.0}
2019-01-29 16:34:28,952 charges_calc.py:88  ERROR Load failed, non-conforming data: #440, {'product_code': 'PRD43', 'units_rented': 1, 'price_per_day': 36, 'rental_start': '11/24/18', 'rental_end': '12/3/16', 'total_days': -721, 'total_price': -25956}
2019-01-29 16:34:28,952 charges_calc.py:86  DEBUG Load success: #441, {'product_code': 'PRD33', 'units_rented': 4, 'price_per_day': 12, 'rental_start': '6/1/16', 'rental_end': '5/1/18', 'total_days': 699, 'total_price': 8388, 'sqrt_total_price': 91.58602513484249, 'unit_cost': 2097.0}
2019-01-29 16:34:28,953 charges_calc.py:86  DEBUG Load success: #442, {'product_code': 'PRD68', 'units_rented': 8, 'price_per_day': 13, 'rental_start': '2/6/17', 'rental_end': '8/21/18', 'total_days': 561, 'total_price': 7293, 'sqrt_total_price': 85.39906322671227, 'unit_cost': 911.625}
2019-01-29 16:34:28,954 charges_calc.py:88  ERROR Load failed, non-conforming data: #443, {'product_code': 'PRD82', 'units_rented': 9, 'price_per_day': 27, 'rental_start': '8/7/18', 'rental_end': '2/18/16', 'total_days': -901, 'total_price': -24327}
2019-01-29 16:34:28,955 charges_calc.py:86  DEBUG Load success: #444, {'product_code': 'PRD0', 'units_rented': 1, 'price_per_day': 40, 'rental_start': '6/16/17', 'rental_end': '12/8/17', 'total_days': 175, 'total_price': 7000, 'sqrt_total_price': 83.66600265340756, 'unit_cost': 7000.0}
2019-01-29 16:34:28,955 charges_calc.py:88  ERROR Load failed, non-conforming data: #445, {'product_code': 'PRD87', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '2/22/18', 'rental_end': '10/24/17', 'total_days': -121, 'total_price': -1936}
2019-01-29 16:34:28,955 charges_calc.py:88  ERROR Load failed, non-conforming data: #446, {'product_code': 'PRD55', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '6/30/18', 'rental_end': '6/26/16', 'total_days': -734, 'total_price': -13212}
2019-01-29 16:34:28,956 charges_calc.py:88  ERROR Load failed, non-conforming data: #447, {'product_code': 'PRD67', 'units_rented': 3, 'price_per_day': 21, 'rental_start': '11/14/17', 'rental_end': '7/7/17', 'total_days': -130, 'total_price': -2730}
2019-01-29 16:34:28,956 charges_calc.py:86  DEBUG Load success: #448, {'product_code': 'PRD33', 'units_rented': 7, 'price_per_day': 29, 'rental_start': '6/20/17', 'rental_end': '12/25/17', 'total_days': 188, 'total_price': 5452, 'sqrt_total_price': 73.83765976789893, 'unit_cost': 778.8571428571429}
2019-01-29 16:34:28,956 charges_calc.py:88  ERROR Load failed, non-conforming data: #449, {'product_code': 'PRD89', 'units_rented': 6, 'price_per_day': 37, 'rental_start': '10/17/18', 'rental_end': '7/30/17', 'total_days': -444, 'total_price': -16428}
2019-01-29 16:34:28,956 charges_calc.py:86  DEBUG Load success: #450, {'product_code': 'PRD40', 'units_rented': 8, 'price_per_day': 22, 'rental_start': '12/31/16', 'rental_end': '12/25/17',
'total_days': 359, 'total_price': 7898, 'sqrt_total_price': 88.87069258197553, 'unit_cost': 987.25}
2019-01-29 16:34:28,957 charges_calc.py:88  ERROR Load failed, non-conforming data: #451, {'product_code': 'PRD3', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '3/23/17', 'rental_end': '10/16/16', 'total_days': -158, 'total_price': -948}
2019-01-29 16:34:28,957 charges_calc.py:86  DEBUG Load success: #452, {'product_code': 'PRD57', 'units_rented': 7, 'price_per_day': 18, 'rental_start': '2/6/17', 'rental_end': '11/17/18', 'total_days': 649, 'total_price': 11682, 'sqrt_total_price': 108.08330120791094, 'unit_cost': 1668.857142857143}
2019-01-29 16:34:28,957 charges_calc.py:88  ERROR Load failed, non-conforming data: #453, {'product_code': 'PRD52', 'units_rented': 1, 'price_per_day': 34, 'rental_start': '10/10/18', 'rental_end': '7/23/16', 'total_days': -809, 'total_price': -27506}
2019-01-29 16:34:28,957 charges_calc.py:88  ERROR Load failed, non-conforming data: #454, {'product_code': 'PRD46', 'units_rented': 2, 'price_per_day': 5, 'rental_start': '9/28/18', 'rental_end': '8/25/18', 'total_days': -34, 'total_price': -170}
2019-01-29 16:34:28,958 charges_calc.py:86  DEBUG Load success: #455, {'product_code': 'PRD73', 'units_rented': 7, 'price_per_day': 7, 'rental_start': '11/16/16', 'rental_end': '5/3/17', 'total_days': 168, 'total_price': 1176, 'sqrt_total_price': 34.292856398964496, 'unit_cost': 168.0}
2019-01-29 16:34:28,958 charges_calc.py:86  DEBUG Load success: #456, {'product_code': 'PRD24', 'units_rented': 6, 'price_per_day': 19, 'rental_start': '2/16/16', 'rental_end': '4/23/16', 'total_days': 67, 'total_price': 1273, 'sqrt_total_price': 35.679125549822544, 'unit_cost': 212.16666666666666}
2019-01-29 16:34:28,958 charges_calc.py:88  ERROR Load failed, non-conforming data: #457, {'product_code': 'PRD56', 'units_rented': 5, 'price_per_day': 31, 'rental_start': '8/6/18', 'rental_end': '11/25/16', 'total_days': -619, 'total_price': -19189}
2019-01-29 16:34:28,958 charges_calc.py:86  DEBUG Load success: #458, {'product_code': 'PRD70', 'units_rented': 3, 'price_per_day': 7, 'rental_start': '9/24/17', 'rental_end': '2/26/18', 'total_days': 155, 'total_price': 1085, 'sqrt_total_price': 32.93933818400121, 'unit_cost': 361.6666666666667}
2019-01-29 16:34:28,958 charges_calc.py:86  DEBUG Load success: #459, {'product_code': 'PRD92', 'units_rented': 8, 'price_per_day': 35, 'rental_start': '5/23/16', 'rental_end': '2/25/17', 'total_days': 278, 'total_price': 9730, 'sqrt_total_price': 98.64076236526155, 'unit_cost': 1216.25}
2019-01-29 16:34:28,959 charges_calc.py:86  DEBUG Load success: #460, {'product_code': 'PRD23', 'units_rented': 5, 'price_per_day': 29, 'rental_start': '11/17/16', 'rental_end': '3/15/18', 'total_days': 483, 'total_price': 14007, 'sqrt_total_price': 118.35117236428205, 'unit_cost': 2801.4}
2019-01-29 16:34:28,959 charges_calc.py:88  ERROR Load failed, non-conforming data: #461, {'product_code': 'PRD80', 'units_rented': 2, 'price_per_day': 11, 'rental_start': '7/21/18', 'rental_end': '6/6/16', 'total_days': -775, 'total_price': -8525}
2019-01-29 16:34:28,959 charges_calc.py:88  ERROR Load failed, non-conforming data: #462, {'product_code': 'PRD82', 'units_rented': 7, 'price_per_day': 17, 'rental_start': '6/9/18', 'rental_end': '5/2/18', 'total_days': -38, 'total_price': -646}
2019-01-29 16:34:28,959 charges_calc.py:88  ERROR Load failed, non-conforming data: #463, {'product_code': 'PRD6', 'units_rented': 5, 'price_per_day': 39, 'rental_start': '11/18/18', 'rental_end': '3/14/18', 'total_days': -249, 'total_price': -9711}
2019-01-29 16:34:28,959 charges_calc.py:86  DEBUG Load success: #464, {'product_code': 'PRD80', 'units_rented': 2, 'price_per_day': 6, 'rental_start': '3/31/18', 'rental_end': '7/23/18', 'total_days': 114, 'total_price': 684, 'sqrt_total_price': 26.153393661244042, 'unit_cost': 342.0}
2019-01-29 16:34:28,959 charges_calc.py:88  ERROR Load failed, non-conforming data: #465, {'product_code': 'PRD81', 'units_rented': 3, 'price_per_day': 37, 'rental_start': '4/28/18', 'rental_end': '3/7/17', 'total_days': -417, 'total_price': -15429}
2019-01-29 16:34:28,960 charges_calc.py:86  DEBUG Load success: #466, {'product_code': 'PRD93', 'units_rented': 3, 'price_per_day': 7, 'rental_start': '1/14/17', 'rental_end': '8/20/18', 'total_days': 583, 'total_price': 4081, 'sqrt_total_price': 63.88270501473775, 'unit_cost': 1360.3333333333333}
2019-01-29 16:34:28,960 charges_calc.py:88  ERROR Load failed, non-conforming data: #467, {'product_code': 'PRD65', 'units_rented': 8, 'price_per_day': 28, 'rental_start': '5/18/18', 'rental_end': '5/23/16', 'total_days': -725, 'total_price': -20300}
2019-01-29 16:34:28,960 charges_calc.py:86  DEBUG Load success: #468, {'product_code': 'PRD90', 'units_rented': 5, 'price_per_day': 6, 'rental_start': '5/12/16', 'rental_end': '7/19/16', 'total_days': 68, 'total_price': 408, 'sqrt_total_price': 20.199009876724155, 'unit_cost': 81.6}
2019-01-29 16:34:28,960 charges_calc.py:86  DEBUG Load success: #469, {'product_code': 'PRD49', 'units_rented': 5, 'price_per_day': 10, 'rental_start': '12/27/16', 'rental_end': '11/21/18',
'total_days': 694, 'total_price': 6940, 'sqrt_total_price': 83.30666239863412, 'unit_cost': 1388.0}
2019-01-29 16:34:28,960 charges_calc.py:86  DEBUG Load success: #470, {'product_code': 'PRD74', 'units_rented': 2, 'price_per_day': 23, 'rental_start': '3/4/18', 'rental_end': '7/1/18', 'total_days': 119, 'total_price': 2737, 'sqrt_total_price': 52.316345438113316, 'unit_cost': 1368.5}
2019-01-29 16:34:28,960 charges_calc.py:86  DEBUG Load success: #471, {'product_code': 'PRD52', 'units_rented': 5, 'price_per_day': 7, 'rental_start': '11/25/16', 'rental_end': '11/22/18', 'total_days': 727, 'total_price': 5089, 'sqrt_total_price': 71.33722730804723, 'unit_cost': 1017.8}
2019-01-29 16:34:28,960 charges_calc.py:88  ERROR Load failed, non-conforming data: #472, {'product_code': 'PRD44', 'units_rented': 9, 'price_per_day': 36, 'rental_start': '4/25/17', 'rental_end': '3/5/17', 'total_days': -51, 'total_price': -1836}
2019-01-29 16:34:28,961 charges_calc.py:86  DEBUG Load success: #473, {'product_code': 'PRD22', 'units_rented': 8, 'price_per_day': 30, 'rental_start': '1/25/17', 'rental_end': '12/3/18', 'total_days': 677, 'total_price': 20310, 'sqrt_total_price': 142.51315728731856, 'unit_cost': 2538.75}
2019-01-29 16:34:28,961 charges_calc.py:86  DEBUG Load success: #474, {'product_code': 'PRD81', 'units_rented': 5, 'price_per_day': 35, 'rental_start': '5/23/17', 'rental_end': '6/4/17', 'total_days': 12, 'total_price': 420, 'sqrt_total_price': 20.493901531919196, 'unit_cost': 84.0}
2019-01-29 16:34:28,961 charges_calc.py:86  DEBUG Load success: #475, {'product_code': 'PRD31', 'units_rented': 10, 'price_per_day': 6, 'rental_start': '8/15/17', 'rental_end': '7/29/18', 'total_days': 348, 'total_price': 2088, 'sqrt_total_price': 45.69463863518345, 'unit_cost': 208.8}
2019-01-29 16:34:28,961 charges_calc.py:88  ERROR Load failed, non-conforming data: #476, {'product_code': 'PRD40', 'units_rented': 4, 'price_per_day': 36, 'rental_start': '7/28/18', 'rental_end': '11/26/16', 'total_days': -609, 'total_price': -21924}
2019-01-29 16:34:28,961 charges_calc.py:86  DEBUG Load success: #477, {'product_code': 'PRD15', 'units_rented': 9, 'price_per_day': 5, 'rental_start': '8/24/16', 'rental_end': '1/23/18', 'total_days': 517, 'total_price': 2585, 'sqrt_total_price': 50.84289527554464, 'unit_cost': 287.22222222222223}
2019-01-29 16:34:28,961 charges_calc.py:86  DEBUG Load success: #478, {'product_code': 'PRD39', 'units_rented': 3, 'price_per_day': 36, 'rental_start': '1/12/16', 'rental_end': '3/29/16', 'total_days': 77, 'total_price': 2772, 'sqrt_total_price': 52.64978632435273, 'unit_cost': 924.0}
2019-01-29 16:34:28,962 charges_calc.py:86  DEBUG Load success: #479, {'product_code': 'PRD59', 'units_rented': 10, 'price_per_day': 22, 'rental_start': '9/13/16', 'rental_end': '9/28/16', 'total_days': 15, 'total_price': 330, 'sqrt_total_price': 18.16590212458495, 'unit_cost': 33.0}
2019-01-29 16:34:28,962 charges_calc.py:88  ERROR Load failed, non-conforming data: #480, {'product_code': 'PRD42', 'units_rented': 3, 'price_per_day': 8, 'rental_start': '8/2/18', 'rental_end': '4/8/17', 'total_days': -481, 'total_price': -3848}
2019-01-29 16:34:28,962 charges_calc.py:86  DEBUG Load success: #481, {'product_code': 'PRD76', 'units_rented': 8, 'price_per_day': 21, 'rental_start': '5/16/17', 'rental_end': '9/4/17', 'total_days': 111, 'total_price': 2331, 'sqrt_total_price': 48.28043081829324, 'unit_cost': 291.375}
2019-01-29 16:34:28,962 charges_calc.py:86  DEBUG Load success: #482, {'product_code': 'PRD96', 'units_rented': 7, 'price_per_day': 13, 'rental_start': '1/25/16', 'rental_end': '1/24/17', 'total_days': 365, 'total_price': 4745, 'sqrt_total_price': 68.8839603971781, 'unit_cost': 677.8571428571429}
2019-01-29 16:34:28,962 charges_calc.py:86  DEBUG Load success: #483, {'product_code': 'PRD63', 'units_rented': 3, 'price_per_day': 23, 'rental_start': '1/13/17', 'rental_end': '3/19/18', 'total_days': 430, 'total_price': 9890, 'sqrt_total_price': 99.44847912361456, 'unit_cost': 3296.6666666666665}
2019-01-29 16:34:28,962 charges_calc.py:86  DEBUG Load success: #484, {'product_code': 'PRD40', 'units_rented': 6, 'price_per_day': 14, 'rental_start': '6/23/16', 'rental_end': '9/7/17', 'total_days': 441, 'total_price': 6174, 'sqrt_total_price': 78.57480512225277, 'unit_cost': 1029.0}
2019-01-29 16:34:28,962 charges_calc.py:88  ERROR Load failed, non-conforming data: #485, {'product_code': 'PRD56', 'units_rented': 7, 'price_per_day': 38, 'rental_start': '3/26/18', 'rental_end': '1/29/17', 'total_days': -421, 'total_price': -15998}
2019-01-29 16:34:28,963 charges_calc.py:86  DEBUG Load success: #486, {'product_code': 'PRD20', 'units_rented': 1, 'price_per_day': 6, 'rental_start': '10/26/17', 'rental_end': '10/9/18', 'total_days': 348, 'total_price': 2088, 'sqrt_total_price': 45.69463863518345, 'unit_cost': 2088.0}
2019-01-29 16:34:28,963 charges_calc.py:88  ERROR Load failed, non-conforming data: #487, {'product_code': 'PRD93', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '3/12/17', 'rental_end': '4/28/16', 'total_days': -318, 'total_price': -11448}
2019-01-29 16:34:28,963 charges_calc.py:86  DEBUG Load success: #488, {'product_code': 'PRD66', 'units_rented': 3, 'price_per_day': 23, 'rental_start': '3/8/16', 'rental_end': '2/15/18', 'total_days': 709, 'total_price': 16307, 'sqrt_total_price': 127.69886452118516, 'unit_cost': 5435.666666666667}
2019-01-29 16:34:28,963 charges_calc.py:88  ERROR Load failed, non-conforming data: #489, {'product_code': 'PRD69', 'units_rented': 6, 'price_per_day': 19, 'rental_start': '8/21/18', 'rental_end': '5/9/18', 'total_days': -104, 'total_price': -1976}
2019-01-29 16:34:28,964 charges_calc.py:88  ERROR Load failed, non-conforming data: #490, {'product_code': 'PRD58', 'units_rented': 5, 'price_per_day': 19, 'rental_start': '9/23/17', 'rental_end': '8/17/17', 'total_days': -37, 'total_price': -703}
2019-01-29 16:34:28,965 charges_calc.py:88  ERROR Load failed, non-conforming data: #491, {'product_code': 'PRD14', 'units_rented': 10, 'price_per_day': 15, 'rental_start': '6/2/18', 'rental_end': '2/3/17', 'total_days': -484, 'total_price': -7260}
2019-01-29 16:34:28,965 charges_calc.py:86  DEBUG Load success: #492, {'product_code': 'PRD26', 'units_rented': 6, 'price_per_day': 11, 'rental_start': '1/22/17', 'rental_end': '10/10/17', 'total_days': 261, 'total_price': 2871, 'sqrt_total_price': 53.58171329847526, 'unit_cost': 478.5}
2019-01-29 16:34:28,965 charges_calc.py:88  ERROR Load failed, non-conforming data: #493, {'product_code': 'PRD95', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '8/23/18', 'rental_end': '10/10/16', 'total_days': -682, 'total_price': -8184}
2019-01-29 16:34:28,965 charges_calc.py:86  DEBUG Load success: #494, {'product_code': 'PRD88', 'units_rented': 7, 'price_per_day': 23, 'rental_start': '7/31/16', 'rental_end': '12/29/16', 'total_days': 151, 'total_price': 3473, 'sqrt_total_price': 58.93216439263028, 'unit_cost': 496.14285714285717}
2019-01-29 16:34:28,965 charges_calc.py:88  ERROR Load failed, non-conforming data: #495, {'product_code': 'PRD23', 'units_rented': 10, 'price_per_day': 7, 'rental_start': '6/22/17', 'rental_end': '7/31/16', 'total_days': -326, 'total_price': -2282}
2019-01-29 16:34:28,966 charges_calc.py:88  ERROR Load failed, non-conforming data: #496, {'product_code': 'PRD8', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '11/28/17', 'rental_end': '12/5/16', 'total_days': -358, 'total_price': -9308}
2019-01-29 16:34:28,966 charges_calc.py:88  ERROR Load failed, non-conforming data: #497, {'product_code': 'PRD12', 'units_rented': 4, 'price_per_day': 17, 'rental_start': '6/17/18', 'rental_end': '4/20/17', 'total_days': -423, 'total_price': -7191}
2019-01-29 16:34:28,966 charges_calc.py:86  DEBUG Load success: #498, {'product_code': 'PRD95', 'units_rented': 6, 'price_per_day': 14, 'rental_start': '5/1/16', 'rental_end': '4/30/17', 'total_days': 364, 'total_price': 5096, 'sqrt_total_price': 71.386273190299, 'unit_cost': 849.3333333333334}
2019-01-29 16:34:28,966 charges_calc.py:86  DEBUG Load success: #499, {'product_code': 'PRD64', 'units_rented': 10, 'price_per_day': 23, 'rental_start': '8/18/17', 'rental_end': '4/20/18', 'total_days': 245, 'total_price': 5635, 'sqrt_total_price': 75.06663706334525, 'unit_cost': 563.5}
2019-01-29 16:34:28,966 charges_calc.py:86  DEBUG Load success: #500, {'product_code': 'PRD88', 'units_rented': 5, 'price_per_day': 27, 'rental_start': '3/16/16', 'rental_end': '6/5/16', 'total_days': 81, 'total_price': 2187, 'sqrt_total_price': 46.76537180435969, 'unit_cost': 437.4}
2019-01-29 16:34:28,966 charges_calc.py:88  ERROR Load failed, non-conforming data: #501, {'product_code': 'PRD51', 'units_rented': 2, 'price_per_day': 27, 'rental_start': '10/30/16', 'rental_end': '7/4/16', 'total_days': -118, 'total_price': -3186}
2019-01-29 16:34:28,967 charges_calc.py:86  DEBUG Load success: #502, {'product_code': 'PRD97', 'units_rented': 9, 'price_per_day': 15, 'rental_start': '2/26/17', 'rental_end': '7/2/18', 'total_days': 491, 'total_price': 7365, 'sqrt_total_price': 85.81957818586619, 'unit_cost': 818.3333333333334}
2019-01-29 16:34:28,967 charges_calc.py:88  ERROR Load failed, non-conforming data: #503, {'product_code': 'PRD37', 'units_rented': 3, 'price_per_day': 39, 'rental_start': '3/15/17', 'rental_end': '11/22/16', 'total_days': -113, 'total_price': -4407}
2019-01-29 16:34:28,967 charges_calc.py:86  DEBUG Load success: #504, {'product_code': 'PRD88', 'units_rented': 2, 'price_per_day': 22, 'rental_start': '12/22/16', 'rental_end': '3/7/18', 'total_days': 440, 'total_price': 9680, 'sqrt_total_price': 98.38699100999075, 'unit_cost': 4840.0}
2019-01-29 16:34:28,967 charges_calc.py:86  DEBUG Load success: #505, {'product_code': 'PRD28', 'units_rented': 6, 'price_per_day': 20, 'rental_start': '5/18/16', 'rental_end': '10/4/16', 'total_days': 139, 'total_price': 2780, 'sqrt_total_price': 52.72570530585627, 'unit_cost': 463.3333333333333}
2019-01-29 16:34:28,967 charges_calc.py:86  DEBUG Load success: #506, {'product_code': 'PRD97', 'units_rented': 10, 'price_per_day': 36, 'rental_start': '1/25/18', 'rental_end': '11/19/18',
'total_days': 298, 'total_price': 10728, 'sqrt_total_price': 103.57605900979242, 'unit_cost': 1072.8}
2019-01-29 16:34:28,967 charges_calc.py:88  ERROR Load failed, non-conforming data: #507, {'product_code': 'PRD1', 'units_rented': 4, 'price_per_day': 6, 'rental_start': '6/20/18', 'rental_end': '6/1/17', 'total_days': -384, 'total_price': -2304}
2019-01-29 16:34:28,968 charges_calc.py:88  ERROR Load failed, non-conforming data: #508, {'product_code': 'PRD53', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '5/31/17', 'rental_end': '3/21/16', 'total_days': -436, 'total_price': -13516}
2019-01-29 16:34:28,968 charges_calc.py:88  ERROR Load failed, non-conforming data: #509, {'product_code': 'PRD78', 'units_rented': 6, 'price_per_day': 12, 'rental_start': '12/18/18', 'rental_end': '3/17/18', 'total_days': -276, 'total_price': -3312}
2019-01-29 16:34:28,968 charges_calc.py:86  DEBUG Load success: #510, {'product_code': 'PRD74', 'units_rented': 5, 'price_per_day': 17, 'rental_start': '7/14/16', 'rental_end': '7/29/16', 'total_days': 15, 'total_price': 255, 'sqrt_total_price': 15.968719422671311, 'unit_cost': 51.0}
2019-01-29 16:34:28,968 charges_calc.py:86  DEBUG Load success: #511, {'product_code': 'PRD23', 'units_rented': 5, 'price_per_day': 23, 'rental_start': '3/27/18', 'rental_end': '12/27/18', 'total_days': 275, 'total_price': 6325, 'sqrt_total_price': 79.52986860293433, 'unit_cost': 1265.0}
2019-01-29 16:34:28,969 charges_calc.py:88  ERROR Load failed, non-conforming data: #512, {'product_code': 'PRD29', 'units_rented': 4, 'price_per_day': 8, 'rental_start': '11/15/17', 'rental_end': '11/3/17', 'total_days': -12, 'total_price': -96}
2019-01-29 16:34:28,969 charges_calc.py:88  ERROR Load failed, non-conforming data: #513, {'product_code': 'PRD2', 'units_rented': 6, 'price_per_day': 25, 'rental_start': '12/22/18', 'rental_end': '7/6/18', 'total_days': -169, 'total_price': -4225}
2019-01-29 16:34:28,970 charges_calc.py:88  ERROR Load failed, non-conforming data: #514, {'product_code': 'PRD23', 'units_rented': 9, 'price_per_day': 34, 'rental_start': '8/18/18', 'rental_end': '9/25/17', 'total_days': -327, 'total_price': -11118}
2019-01-29 16:34:28,970 charges_calc.py:88  ERROR Load failed, non-conforming data: #515, {'product_code': 'PRD24', 'units_rented': 8, 'price_per_day': 18, 'rental_start': '4/22/18', 'rental_end': '9/18/17', 'total_days': -216, 'total_price': -3888}
2019-01-29 16:34:28,970 charges_calc.py:88  ERROR Load failed, non-conforming data: #516, {'product_code': 'PRD91', 'units_rented': 3, 'price_per_day': 28, 'rental_start': '3/15/18', 'rental_end': '4/15/17', 'total_days': -334, 'total_price': -9352}
2019-01-29 16:34:28,970 charges_calc.py:88  ERROR Load failed, non-conforming data: #517, {'product_code': 'PRD74', 'units_rented': 5, 'price_per_day': 14, 'rental_start': '8/17/18', 'rental_end': '12/20/16', 'total_days': -605, 'total_price': -8470}
2019-01-29 16:34:28,971 charges_calc.py:88  ERROR Load failed, non-conforming data: #518, {'product_code': 'PRD41', 'units_rented': 2, 'price_per_day': 25, 'rental_start': '6/10/18', 'rental_end': '9/29/16', 'total_days': -619, 'total_price': -15475}
2019-01-29 16:34:28,971 charges_calc.py:86  DEBUG Load success: #519, {'product_code': 'PRD10', 'units_rented': 5, 'price_per_day': 7, 'rental_start': '8/27/17', 'rental_end': '8/28/17', 'total_days': 1, 'total_price': 7, 'sqrt_total_price': 2.6457513110645907, 'unit_cost': 1.4}
2019-01-29 16:34:28,971 charges_calc.py:88  ERROR Load failed, non-conforming data: #520, {'product_code': 'PRD96', 'units_rented': 6, 'price_per_day': 18, 'rental_start': '8/15/17', 'rental_end': '4/10/17', 'total_days': -127, 'total_price': -2286}
2019-01-29 16:34:28,971 charges_calc.py:86  DEBUG Load success: #521, {'product_code': 'PRD98', 'units_rented': 8, 'price_per_day': 23, 'rental_start': '2/5/17', 'rental_end': '9/27/17', 'total_days': 234, 'total_price': 5382, 'sqrt_total_price': 73.3621155638249, 'unit_cost': 672.75}
2019-01-29 16:34:28,972 charges_calc.py:88  ERROR Load failed, non-conforming data: #522, {'product_code': 'PRD85', 'units_rented': 8, 'price_per_day': 15, 'rental_start': '5/10/18', 'rental_end': '11/22/17', 'total_days': -169, 'total_price': -2535}
2019-01-29 16:34:28,972 charges_calc.py:86  DEBUG Load success: #523, {'product_code': 'PRD53', 'units_rented': 9, 'price_per_day': 14, 'rental_start': '1/23/16', 'rental_end': '4/2/16', 'total_days': 70, 'total_price': 980, 'sqrt_total_price': 31.304951684997057, 'unit_cost': 108.88888888888889}
2019-01-29 16:34:28,972 charges_calc.py:88  ERROR Load failed, non-conforming data: #524, {'product_code': 'PRD63', 'units_rented': 1, 'price_per_day': 37, 'rental_start': '7/29/18', 'rental_end': '3/22/18', 'total_days': -129, 'total_price': -4773}
2019-01-29 16:34:28,972 charges_calc.py:88  ERROR Load failed, non-conforming data: #525, {'product_code': 'PRD86', 'units_rented': 7, 'price_per_day': 34, 'rental_start': '2/18/18', 'rental_end': '10/26/17', 'total_days': -115, 'total_price': -3910}
2019-01-29 16:34:28,973 charges_calc.py:86  DEBUG Load success: #526, {'product_code': 'PRD2', 'units_rented': 3, 'price_per_day': 37, 'rental_start': '4/24/16', 'rental_end': '2/4/18', 'total_days': 651, 'total_price': 24087, 'sqrt_total_price': 155.19987113396712, 'unit_cost': 8029.0}
2019-01-29 16:34:28,974 charges_calc.py:86  DEBUG Load success: #527, {'product_code': 'PRD99', 'units_rented': 1, 'price_per_day': 10, 'rental_start': '4/28/16', 'rental_end': '1/12/18', 'total_days': 624, 'total_price': 6240, 'sqrt_total_price': 78.99367063252599, 'unit_cost': 6240.0}
2019-01-29 16:34:28,974 charges_calc.py:88  ERROR Load failed, non-conforming data: #528, {'product_code': 'PRD59', 'units_rented': 4, 'price_per_day': 28, 'rental_start': '5/30/18', 'rental_end': '2/6/16', 'total_days': -844, 'total_price': -23632}
2019-01-29 16:34:28,974 charges_calc.py:86  DEBUG Load success: #529, {'product_code': 'PRD96', 'units_rented': 9, 'price_per_day': 40, 'rental_start': '9/12/16', 'rental_end': '12/3/16', 'total_days': 82, 'total_price': 3280, 'sqrt_total_price': 57.271284253105414, 'unit_cost': 364.44444444444446}
2019-01-29 16:34:28,974 charges_calc.py:86  DEBUG Load success: #530, {'product_code': 'PRD10', 'units_rented': 6, 'price_per_day': 38, 'rental_start': '3/11/16', 'rental_end': '7/13/17', 'total_days': 489, 'total_price': 18582, 'sqrt_total_price': 136.31580979475564, 'unit_cost': 3097.0}
