2019-01-26 10:32:56,844 charges_calc.py:109 INFO called load_rentals_file function
2019-01-26 10:32:56,844 charges_calc.py:63  INFO load json file into data
2019-01-26 10:32:56,844 charges_calc.py:111 INFO called calculate_additional_fields function
2019-01-26 10:32:56,952 charges_calc.py:86  ERROR The rental end date 2016-01-06 00:00:00 is earlier than the rental start date 2018-05-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,953 charges_calc.py:86  ERROR The rental end date 2016-05-04 00:00:00 is earlier than the rental start date 2018-10-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,955 charges_calc.py:86  ERROR The rental end date 2017-11-14 00:00:00 is earlier than the rental start date 2018-03-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,956 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,956 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,957 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,958 charges_calc.py:86  ERROR The rental end date 2016-09-17 00:00:00 is earlier than the rental start date 2017-10-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,958 charges_calc.py:86  ERROR The rental end date 2016-02-07 00:00:00 is earlier than the rental start date 2018-11-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,959 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,959 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,960 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,961 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,962 charges_calc.py:86  ERROR The rental end date 2016-06-03 00:00:00 is earlier than the rental start date 2018-03-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,963 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2016-02-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,964 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,964 charges_calc.py:86  ERROR The rental end date 2017-01-02 00:00:00 is earlier than the rental start date 2017-07-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,965 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,966 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,967 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,969 charges_calc.py:86  ERROR The rental end date 2016-06-29 00:00:00 is earlier than the rental start date 2016-12-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,971 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,972 charges_calc.py:86  ERROR The rental end date 2016-02-10 00:00:00 is earlier than the rental start date 2016-04-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,973 charges_calc.py:86  ERROR The rental end date 2016-08-04 00:00:00 is earlier than the rental start date 2018-08-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,974 charges_calc.py:86  ERROR The rental end date 2016-12-23 00:00:00 is earlier than the rental start date 2017-12-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,975 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,975 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,976 charges_calc.py:86  ERROR The rental end date 2016-07-28 00:00:00 is earlier than the rental start date 2018-10-26 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,977 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,980 charges_calc.py:86  ERROR The rental end date 2016-04-28 00:00:00 is earlier than the rental start date 2018-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,981 charges_calc.py:86  ERROR The rental end date 2016-10-07 00:00:00 is earlier than the rental start date 2017-11-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,981 charges_calc.py:86  ERROR The rental end date 2016-12-24 00:00:00 is earlier than the rental start date 2017-05-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,982 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,982 charges_calc.py:86  ERROR The rental end date 2016-02-04 00:00:00 is earlier than the rental start date 2018-05-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,983 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,983 charges_calc.py:86  ERROR The rental end date 2016-11-03 00:00:00 is earlier than the rental start date 2017-02-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,983 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,984 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,984 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,985 charges_calc.py:86  ERROR The rental end date 2016-07-25 00:00:00 is earlier than the rental start date 2018-04-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,985 charges_calc.py:86  ERROR The rental end date 2018-01-20 00:00:00 is earlier than the rental start date 2018-04-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,986 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,986 charges_calc.py:86  ERROR The rental end date 2016-03-25 00:00:00 is earlier than the rental start date 2018-12-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,987 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,987 charges_calc.py:86  ERROR The rental end date 2017-08-07 00:00:00 is earlier than the rental start date 2018-01-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,988 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,988 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,988 charges_calc.py:86  ERROR The rental end date 2017-12-07 00:00:00 is earlier than the rental start date 2018-07-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,989 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2017-01-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,989 charges_calc.py:86  ERROR The rental end date 2016-10-13 00:00:00 is earlier than the rental start date 2017-12-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,990 charges_calc.py:86  ERROR The rental end date 2016-09-16 00:00:00 is earlier than the rental start date 2018-06-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,990 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,991 charges_calc.py:86  ERROR The rental end date 2017-08-28 00:00:00 is earlier than the rental start date 2018-02-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,991 charges_calc.py:86  ERROR The rental end date 2017-06-10 00:00:00 is earlier than the rental start date 2017-07-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,992 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,992 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,992 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,993 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,993 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,994 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,995 charges_calc.py:86  ERROR The rental end date 2016-04-17 00:00:00 is earlier than the rental start date 2016-10-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,995 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,996 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,996 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,997 charges_calc.py:86  ERROR The rental end date 2017-04-10 00:00:00 is earlier than the rental start date 2017-10-21 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,997 charges_calc.py:86  ERROR The rental end date 2016-08-16 00:00:00 is earlier than the rental start date 2018-02-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,998 charges_calc.py:86  ERROR The rental end date 2017-01-19 00:00:00 is earlier than the rental start date 2018-01-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,998 charges_calc.py:86  ERROR The rental end date 2017-11-10 00:00:00 is earlier than the rental start date 2018-03-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:56,998 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,999 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:56,999 charges_calc.py:86  ERROR The rental end date 2016-09-26 00:00:00 is earlier than the rental start date 2018-09-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,000 charges_calc.py:86  ERROR The rental end date 2017-10-07 00:00:00 is earlier than the rental start date 2017-10-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,000 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,001 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,001 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,002 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,002 charges_calc.py:86  ERROR The rental end date 2016-07-24 00:00:00 is earlier than the rental start date 2016-08-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,002 charges_calc.py:86  ERROR The rental end date 2016-08-07 00:00:00 is earlier than the rental start date 2018-11-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,003 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2017-07-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,003 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,004 charges_calc.py:86  ERROR The rental end date 2017-02-12 00:00:00 is earlier than the rental start date 2018-12-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,004 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,005 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,005 charges_calc.py:86  ERROR The rental end date 2016-10-21 00:00:00 is earlier than the rental start date 2018-08-07 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,006 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,006 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,006 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,007 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,007 charges_calc.py:86  ERROR The rental end date 2017-09-04 00:00:00 is earlier than the rental start date 2018-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,009 charges_calc.py:86  ERROR The rental end date 2018-06-30 00:00:00 is earlier than the rental start date 2018-07-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,009 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,010 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,011 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,012 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,012 charges_calc.py:86  ERROR The rental end date 2018-09-13 00:00:00 is earlier than the rental start date 2018-12-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,013 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,013 charges_calc.py:86  ERROR The rental end date 2016-05-12 00:00:00 is earlier than the rental start date 2016-05-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,014 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,014 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,015 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,018 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,018 charges_calc.py:86  ERROR The rental end date 2016-04-25 00:00:00 is earlier than the rental start date 2016-11-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,019 charges_calc.py:86  ERROR The rental end date 2016-05-13 00:00:00 is earlier than the rental start date 2017-12-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,019 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,020 charges_calc.py:86  ERROR The rental end date 2018-07-08 00:00:00 is earlier than the rental start date 2018-12-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,020 charges_calc.py:86  ERROR The rental end date 2016-10-08 00:00:00 is earlier than the rental start date 2016-10-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,021 charges_calc.py:86  ERROR The rental end date 2016-06-30 00:00:00 is earlier than the rental start date 2017-01-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,021 charges_calc.py:86  ERROR The rental end date 2016-01-29 00:00:00 is earlier than the rental start date 2017-08-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,022 charges_calc.py:86  ERROR The rental end date 2016-02-22 00:00:00 is earlier than the rental start date 2016-12-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,022 charges_calc.py:86  ERROR The rental end date 2017-05-23 00:00:00 is earlier than the rental start date 2018-07-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,023 charges_calc.py:86  ERROR The rental end date 2017-12-31 00:00:00 is earlier than the rental start date 2018-06-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,023 charges_calc.py:86  ERROR The rental end date 2016-04-20 00:00:00 is earlier than the rental start date 2018-01-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,024 charges_calc.py:86  ERROR The rental end date 2017-01-21 00:00:00 is earlier than the rental start date 2018-08-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,024 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,025 charges_calc.py:86  ERROR The rental end date 2016-04-28 00:00:00 is earlier than the rental start date 2016-07-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,025 charges_calc.py:86  ERROR The rental end date 2017-10-26 00:00:00 is earlier than the rental start date 2017-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,026 charges_calc.py:86  ERROR The rental end date 2016-07-05 00:00:00 is earlier than the rental start date 2018-11-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,026 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2018-12-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,027 charges_calc.py:86  ERROR The rental end date 2017-03-26 00:00:00 is earlier than the rental start date 2017-06-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,027 charges_calc.py:86  ERROR The rental end date 2017-02-17 00:00:00 is earlier than the rental start date 2018-01-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,028 charges_calc.py:86  ERROR The rental end date 2017-03-06 00:00:00 is earlier than the rental start date 2018-07-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,028 charges_calc.py:86  ERROR The rental end date 2016-12-21 00:00:00 is earlier than the rental start date 2017-09-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,029 charges_calc.py:86  ERROR The rental end date 2016-04-14 00:00:00 is earlier than the rental start date 2017-01-09 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,029 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,030 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,030 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,031 charges_calc.py:86  ERROR The rental end date 2017-08-25 00:00:00 is earlier than the rental start date 2018-10-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,031 charges_calc.py:86  ERROR The rental end date 2017-06-09 00:00:00 is earlier than the rental start date 2018-04-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,032 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,032 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,032 charges_calc.py:86  ERROR The rental end date 2016-02-03 00:00:00 is earlier than the rental start date 2018-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,033 charges_calc.py:86  ERROR The rental end date 2016-06-10 00:00:00 is earlier than the rental start date 2018-05-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,033 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,034 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,034 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,035 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,035 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,036 charges_calc.py:86  ERROR The rental end date 2017-07-06 00:00:00 is earlier than the rental start date 2017-07-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,036 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,037 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,037 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,038 charges_calc.py:86  ERROR The rental end date 2017-12-04 00:00:00 is earlier than the rental start date 2017-12-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,039 charges_calc.py:86  ERROR The rental end date 2016-12-13 00:00:00 is earlier than the rental start date 2017-09-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,040 charges_calc.py:86  ERROR The rental end date 2017-03-25 00:00:00 is earlier than the rental start date 2017-12-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,041 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,042 charges_calc.py:86  ERROR The rental end date 2016-03-01 00:00:00 is earlier than the rental start date 2017-07-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,046 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,046 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,047 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,047 charges_calc.py:86  ERROR The rental end date 2017-01-17 00:00:00 is earlier than the rental start date 2017-02-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,048 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,048 charges_calc.py:86  ERROR The rental end date 2016-10-22 00:00:00 is earlier than the rental start date 2017-05-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,049 charges_calc.py:86  ERROR The rental end date 2017-03-21 00:00:00 is earlier than the rental start date 2018-09-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,049 charges_calc.py:86  ERROR The rental end date 2017-09-21 00:00:00 is earlier than the rental start date 2018-04-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,050 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,050 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,051 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,051 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,052 charges_calc.py:86  ERROR The rental end date 2017-01-15 00:00:00 is earlier than the rental start date 2018-07-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,052 charges_calc.py:86  ERROR The rental end date 2016-12-13 00:00:00 is earlier than the rental start date 2017-10-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,053 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,053 charges_calc.py:86  ERROR The rental end date 2018-07-30 00:00:00 is earlier than the rental start date 2018-09-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,054 charges_calc.py:86  ERROR The rental end date 2017-08-21 00:00:00 is earlier than the rental start date 2018-01-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,054 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,055 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,055 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,055 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,056 charges_calc.py:86  ERROR The rental end date 2016-03-05 00:00:00 is earlier than the rental start date 2018-01-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,056 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,056 charges_calc.py:86  ERROR The rental end date 2018-05-21 00:00:00 is earlier than the rental start date 2018-06-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,057 charges_calc.py:86  ERROR The rental end date 2018-05-14 00:00:00 is earlier than the rental start date 2018-06-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,057 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,058 charges_calc.py:86  ERROR The rental end date 2017-10-08 00:00:00 is earlier than the rental start date 2018-07-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,058 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,059 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,059 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,060 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,060 charges_calc.py:86  ERROR The rental end date 2017-06-10 00:00:00 is earlier than the rental start date 2018-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,061 charges_calc.py:86  ERROR The rental end date 2016-09-17 00:00:00 is earlier than the rental start date 2017-09-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,061 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,061 charges_calc.py:86  ERROR The rental end date 2018-01-15 00:00:00 is earlier than the rental start date 2018-06-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,062 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,062 charges_calc.py:86  ERROR The rental end date 2017-04-20 00:00:00 is earlier than the rental start date 2017-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,063 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,063 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,064 charges_calc.py:86  ERROR The rental end date 2016-11-21 00:00:00 is earlier than the rental start date 2018-09-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,064 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,065 charges_calc.py:86  ERROR The rental end date 2016-12-26 00:00:00 is earlier than the rental start date 2018-05-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,065 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,066 charges_calc.py:86  ERROR The rental end date 2017-05-06 00:00:00 is earlier than the rental start date 2017-05-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,066 charges_calc.py:86  ERROR The rental end date 2017-05-29 00:00:00 is earlier than the rental start date 2017-11-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,067 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,068 charges_calc.py:86  ERROR The rental end date 2016-06-09 00:00:00 is earlier than the rental start date 2017-01-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,069 charges_calc.py:86  ERROR The rental end date 2016-07-18 00:00:00 is earlier than the rental start date 2018-12-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,070 charges_calc.py:86  ERROR The rental end date 2016-12-11 00:00:00 is earlier than the rental start date 2018-07-21 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,070 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,071 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:32:57,075 charges_calc.py:86  ERROR The rental end date 2017-08-06 00:00:00 is earlier than the rental start date 2017-08-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,075 charges_calc.py:86  ERROR The rental end date 2018-04-04 00:00:00 is earlier than the rental start date 2018-07-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:32:57,076 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
