2019-01-26 09:54:58,804 charges_calc.py:104 INFO called load_rentals_file function
2019-01-26 09:54:58,804 charges_calc.py:63  INFO load json file into data
2019-01-26 09:54:58,804 charges_calc.py:106 INFO called calculate_additional_fields function
2019-01-26 10:19:42,094 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,095 charges_calc.py:86  ERROR The rental end date 2016-08-11 00:00:00 is earlier than the rental start date 2016-10-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,095 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,096 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,097 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,098 charges_calc.py:86  ERROR The rental end date 2017-05-01 00:00:00 is earlier than the rental start date 2017-09-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,099 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,099 charges_calc.py:86  ERROR The rental end date 2017-03-22 00:00:00 is earlier than the rental start date 2018-01-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,100 charges_calc.py:86  ERROR The rental end date 2016-05-02 00:00:00 is earlier than the rental start date 2016-11-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,101 charges_calc.py:86  ERROR The rental end date 2016-01-03 00:00:00 is earlier than the rental start date 2018-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,102 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,103 charges_calc.py:86  ERROR The rental end date 2016-07-15 00:00:00 is earlier than the rental start date 2018-07-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,104 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,104 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,105 charges_calc.py:86  ERROR The rental end date 2018-09-17 00:00:00 is earlier than the rental start date 2018-10-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,106 charges_calc.py:86  ERROR The rental end date 2016-11-03 00:00:00 is earlier than the rental start date 2018-09-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,108 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,108 charges_calc.py:86  ERROR The rental end date 2016-08-16 00:00:00 is earlier than the rental start date 2018-08-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,109 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,109 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,110 charges_calc.py:86  ERROR The rental end date 2016-03-30 00:00:00 is earlier than the rental start date 2017-05-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,110 charges_calc.py:86  ERROR The rental end date 2017-07-19 00:00:00 is earlier than the rental start date 2018-01-07 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,111 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,112 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2018-12-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,112 charges_calc.py:86  ERROR The rental end date 2016-03-06 00:00:00 is earlier than the rental start date 2018-07-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,116 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,116 charges_calc.py:86  ERROR The rental end date 2018-03-14 00:00:00 is earlier than the rental start date 2018-05-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,117 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,118 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,119 charges_calc.py:86  ERROR The rental end date 2016-09-10 00:00:00 is earlier than the rental start date 2016-12-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,119 charges_calc.py:86  ERROR The rental end date 2017-08-07 00:00:00 is earlier than the rental start date 2018-04-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,120 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,121 charges_calc.py:86  ERROR The rental end date 2016-02-15 00:00:00 is earlier than the rental start date 2018-04-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,121 charges_calc.py:86  ERROR The rental end date 2016-12-11 00:00:00 is earlier than the rental start date 2017-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,122 charges_calc.py:86  ERROR The rental end date 2016-05-25 00:00:00 is earlier than the rental start date 2016-10-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,122 charges_calc.py:86  ERROR The rental end date 2016-09-25 00:00:00 is earlier than the rental start date 2018-03-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,123 charges_calc.py:86  ERROR The rental end date 2017-01-11 00:00:00 is earlier than the rental start date 2018-09-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,124 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,124 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,125 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,125 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,126 charges_calc.py:86  ERROR The rental end date 2018-03-15 00:00:00 is earlier than the rental start date 2018-05-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,127 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,127 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,128 charges_calc.py:86  ERROR The rental end date 2018-04-07 00:00:00 is earlier than the rental start date 2018-08-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,128 charges_calc.py:86  ERROR The rental end date 2018-08-14 00:00:00 is earlier than the rental start date 2018-08-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,129 charges_calc.py:86  ERROR The rental end date 2016-09-08 00:00:00 is earlier than the rental start date 2018-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,130 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,130 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,131 charges_calc.py:86  ERROR The rental end date 2018-04-08 00:00:00 is earlier than the rental start date 2018-05-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,132 charges_calc.py:86  ERROR The rental end date 2016-09-28 00:00:00 is earlier than the rental start date 2018-03-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,132 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,137 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,138 charges_calc.py:86  ERROR The rental end date 2016-01-11 00:00:00 is earlier than the rental start date 2017-10-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,139 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,140 charges_calc.py:86  ERROR The rental end date 2016-08-17 00:00:00 is earlier than the rental start date 2016-11-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,144 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,144 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,145 charges_calc.py:86  ERROR The rental end date 2017-04-30 00:00:00 is earlier than the rental start date 2017-05-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,146 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,146 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,147 charges_calc.py:86  ERROR The rental end date 2016-01-06 00:00:00 is earlier than the rental start date 2018-05-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,148 charges_calc.py:86  ERROR The rental end date 2016-05-04 00:00:00 is earlier than the rental start date 2018-10-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,149 charges_calc.py:86  ERROR The rental end date 2017-11-14 00:00:00 is earlier than the rental start date 2018-03-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,150 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,150 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,151 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,152 charges_calc.py:86  ERROR The rental end date 2016-09-17 00:00:00 is earlier than the rental start date 2017-10-12 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,153 charges_calc.py:86  ERROR The rental end date 2016-02-07 00:00:00 is earlier than the rental start date 2018-11-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,153 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,154 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,155 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,155 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,156 charges_calc.py:86  ERROR The rental end date 2016-06-03 00:00:00 is earlier than the rental start date 2018-03-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,157 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2016-02-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,158 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,161 charges_calc.py:86  ERROR The rental end date 2017-01-02 00:00:00 is earlier than the rental start date 2017-07-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,161 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,162 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,163 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,164 charges_calc.py:86  ERROR The rental end date 2016-06-29 00:00:00 is earlier than the rental start date 2016-12-04 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,165 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,165 charges_calc.py:86  ERROR The rental end date 2016-02-10 00:00:00 is earlier than the rental start date 2016-04-20 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,166 charges_calc.py:86  ERROR The rental end date 2016-08-04 00:00:00 is earlier than the rental start date 2018-08-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,167 charges_calc.py:86  ERROR The rental end date 2016-12-23 00:00:00 is earlier than the rental start date 2017-12-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,168 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,169 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,170 charges_calc.py:86  ERROR The rental end date 2016-07-28 00:00:00 is earlier than the rental start date 2018-10-26 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,170 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,171 charges_calc.py:86  ERROR The rental end date 2016-04-28 00:00:00 is earlier than the rental start date 2018-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,173 charges_calc.py:86  ERROR The rental end date 2016-10-07 00:00:00 is earlier than the rental start date 2017-11-05 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,177 charges_calc.py:86  ERROR The rental end date 2016-12-24 00:00:00 is earlier than the rental start date 2017-05-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,178 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,178 charges_calc.py:86  ERROR The rental end date 2016-02-04 00:00:00 is earlier than the rental start date 2018-05-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,179 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,180 charges_calc.py:86  ERROR The rental end date 2016-11-03 00:00:00 is earlier than the rental start date 2017-02-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,181 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,182 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,182 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,183 charges_calc.py:86  ERROR The rental end date 2016-07-25 00:00:00 is earlier than the rental start date 2018-04-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,184 charges_calc.py:86  ERROR The rental end date 2018-01-20 00:00:00 is earlier than the rental start date 2018-04-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,185 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,185 charges_calc.py:86  ERROR The rental end date 2016-03-25 00:00:00 is earlier than the rental start date 2018-12-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,186 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,187 charges_calc.py:86  ERROR The rental end date 2017-08-07 00:00:00 is earlier than the rental start date 2018-01-01 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,188 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,188 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,189 charges_calc.py:86  ERROR The rental end date 2017-12-07 00:00:00 is earlier than the rental start date 2018-07-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,190 charges_calc.py:86  ERROR The rental end date 2016-02-18 00:00:00 is earlier than the rental start date 2017-01-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,191 charges_calc.py:86  ERROR The rental end date 2016-10-13 00:00:00 is earlier than the rental start date 2017-12-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,192 charges_calc.py:86  ERROR The rental end date 2016-09-16 00:00:00 is earlier than the rental start date 2018-06-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,193 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,193 charges_calc.py:86  ERROR The rental end date 2017-08-28 00:00:00 is earlier than the rental start date 2018-02-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,194 charges_calc.py:86  ERROR The rental end date 2017-06-10 00:00:00 is earlier than the rental start date 2017-07-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,195 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,195 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,196 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,196 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,197 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,197 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,198 charges_calc.py:86  ERROR The rental end date 2016-04-17 00:00:00 is earlier than the rental start date 2016-10-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,198 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,199 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,199 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,200 charges_calc.py:86  ERROR The rental end date 2017-04-10 00:00:00 is earlier than the rental start date 2017-10-21 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,201 charges_calc.py:86  ERROR The rental end date 2016-08-16 00:00:00 is earlier than the rental start date 2018-02-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,201 charges_calc.py:86  ERROR The rental end date 2017-01-19 00:00:00 is earlier than the rental start date 2018-01-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,202 charges_calc.py:86  ERROR The rental end date 2017-11-10 00:00:00 is earlier than the rental start date 2018-03-14 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,204 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,206 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,207 charges_calc.py:86  ERROR The rental end date 2016-09-26 00:00:00 is earlier than the rental start date 2018-09-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,209 charges_calc.py:86  ERROR The rental end date 2017-10-07 00:00:00 is earlier than the rental start date 2017-10-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,210 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,211 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,212 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,213 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,214 charges_calc.py:86  ERROR The rental end date 2016-07-24 00:00:00 is earlier than the rental start date 2016-08-30 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,215 charges_calc.py:86  ERROR The rental end date 2016-08-07 00:00:00 is earlier than the rental start date 2018-11-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,215 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2017-07-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,216 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,217 charges_calc.py:86  ERROR The rental end date 2017-02-12 00:00:00 is earlier than the rental start date 2018-12-15 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,218 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,219 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,220 charges_calc.py:86  ERROR The rental end date 2016-10-21 00:00:00 is earlier than the rental start date 2018-08-07 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,220 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,221 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,222 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,223 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,224 charges_calc.py:86  ERROR The rental end date 2017-09-04 00:00:00 is earlier than the rental start date 2018-02-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,224 charges_calc.py:86  ERROR The rental end date 2018-06-30 00:00:00 is earlier than the rental start date 2018-07-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,225 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,225 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,226 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,227 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,227 charges_calc.py:86  ERROR The rental end date 2018-09-13 00:00:00 is earlier than the rental start date 2018-12-31 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,228 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,228 charges_calc.py:86  ERROR The rental end date 2016-05-12 00:00:00 is earlier than the rental start date 2016-05-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,229 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,229 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,230 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,231 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,231 charges_calc.py:86  ERROR The rental end date 2016-04-25 00:00:00 is earlier than the rental start date 2016-11-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,232 charges_calc.py:86  ERROR The rental end date 2016-05-13 00:00:00 is earlier than the rental start date 2017-12-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,236 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,237 charges_calc.py:86  ERROR The rental end date 2018-07-08 00:00:00 is earlier than the rental start date 2018-12-11 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,237 charges_calc.py:86  ERROR The rental end date 2016-10-08 00:00:00 is earlier than the rental start date 2016-10-13 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,238 charges_calc.py:86  ERROR The rental end date 2016-06-30 00:00:00 is earlier than the rental start date 2017-01-27 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,239 charges_calc.py:86  ERROR The rental end date 2016-01-29 00:00:00 is earlier than the rental start date 2017-08-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,242 charges_calc.py:86  ERROR The rental end date 2016-02-22 00:00:00 is earlier than the rental start date 2016-12-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,243 charges_calc.py:86  ERROR The rental end date 2017-05-23 00:00:00 is earlier than the rental start date 2018-07-02 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,244 charges_calc.py:86  ERROR The rental end date 2017-12-31 00:00:00 is earlier than the rental start date 2018-06-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,244 charges_calc.py:86  ERROR The rental end date 2016-04-20 00:00:00 is earlier than the rental start date 2018-01-10 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,245 charges_calc.py:86  ERROR The rental end date 2017-01-21 00:00:00 is earlier than the rental start date 2018-08-06 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,246 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,247 charges_calc.py:86  ERROR The rental end date 2016-04-28 00:00:00 is earlier than the rental start date 2016-07-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,248 charges_calc.py:86  ERROR The rental end date 2017-10-26 00:00:00 is earlier than the rental start date 2017-12-03 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,248 charges_calc.py:86  ERROR The rental end date 2016-07-05 00:00:00 is earlier than the rental start date 2018-11-28 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,249 charges_calc.py:86  ERROR The rental end date 2017-05-19 00:00:00 is earlier than the rental start date 2018-12-24 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,250 charges_calc.py:86  ERROR The rental end date 2017-03-26 00:00:00 is earlier than the rental start date 2017-06-17 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,251 charges_calc.py:86  ERROR The rental end date 2017-02-17 00:00:00 is earlier than the rental start date 2018-01-23 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,251 charges_calc.py:86  ERROR The rental end date 2017-03-06 00:00:00 is earlier than the rental start date 2018-07-25 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,252 charges_calc.py:86  ERROR The rental end date 2016-12-21 00:00:00 is earlier than the rental start date 2017-09-19 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,253 charges_calc.py:86  ERROR The rental end date 2016-04-14 00:00:00 is earlier than the rental start date 2017-01-09 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,254 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,255 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,255 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,257 charges_calc.py:86  ERROR The rental end date 2017-08-25 00:00:00 is earlier than the rental start date 2018-10-16 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,258 charges_calc.py:86  ERROR The rental end date 2017-06-09 00:00:00 is earlier than the rental start date 2018-04-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,259 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,259 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,260 charges_calc.py:86  ERROR The rental end date 2016-02-03 00:00:00 is earlier than the rental start date 2018-12-29 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,261 charges_calc.py:86  ERROR The rental end date 2016-06-10 00:00:00 is earlier than the rental start date 2018-05-18 00:00:00,                which would resulte in negative number of renting days. This issue is handled
2019-01-26 10:19:42,262 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,263 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,267 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,268 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,268 charges_calc.py:78  WARNING if the renting days is less than 0, it would cause error
2019-01-26 10:19:42,269 charges_calc.py:86  ERROR The rental end date 2017-07-06 00:00:00 is earlier than the rental start date 2017-07-08 00:00:00,                which would resulte in negative number of renting days. This issue is handled
